# BIN1 BIN2 ANGBIN VALUE 
1 1 1 0.00111701555
1 1 2 0.00119740119
1 1 3 0.000763949115
1 1 4 0.000570410769
1 1 5 0.000529940066
1 1 6 0.000520817337
1 1 7 0.000417076797
1 1 8 0.000237488922
1 1 9 0.000193331932
1 1 10 0.000169881797
1 1 11 0.000165491034
1 1 12 0.000111987437
1 1 13 6.32646299e-05
1 1 14 5.99532681e-05
1 1 15 2.32279923216e-05
1 1 16 4.8561506679e-05
1 1 17 4.83528288595e-05
1 1 18 3.0410493462e-05
1 1 19 2.29163544749e-05
1 1 20 1.54089221214e-05
1 2 1 0.0020610304
1 2 2 0.00106990583
1 2 3 0.00141653814
1 2 4 0.00119409878
1 2 5 0.00088191015
1 2 6 0.000742747199
1 2 7 0.00041809929
1 2 8 0.000346907992
1 2 9 0.000359107446
1 2 10 0.000275691542
1 2 11 0.000135393222
1 2 12 0.000204954839
1 2 13 0.000153510547
1 2 14 0.000100016378
1 2 15 3.79489673346e-05
1 2 16 4.34638764265e-05
1 2 17 2.15019160709e-05
1 2 18 2.93029499416e-05
1 2 19 5.08952345875e-05
1 2 20 3.77285687665e-05
1 3 1 0.00278938019
1 3 2 0.00202498049
1 3 3 0.00189977545
1 3 4 0.00168758462
1 3 5 0.00132825349
1 3 6 0.000952150471
1 3 7 0.000671344337
1 3 8 0.000561232268
1 3 9 0.000495735818
1 3 10 0.00037921445
1 3 11 0.000333447074
1 3 12 0.000261821692
1 3 13 0.000184777903
1 3 14 0.000175856339
1 3 15 7.1787865866e-05
1 3 16 8.94545335052e-05
1 3 17 8.26047999632e-05
1 3 18 7.16647551799e-05
1 3 19 6.05588475575e-05
1 3 20 4.53566996879e-05
1 4 1 0.00211710501
1 4 2 0.00267493612
1 4 3 0.00205339811
1 4 4 0.00170091504
1 4 5 0.00148320085
1 4 6 0.00112394518
1 4 7 0.000790951693
1 4 8 0.000754920664
1 4 9 0.000554916361
1 4 10 0.000279665132
1 4 11 0.00031390494
1 4 12 0.000324585218
1 4 13 0.000275460045
1 4 14 0.00016775334
1 4 15 8.7368353807e-05
1 4 16 8.61966943019e-05
1 4 17 7.98532508744e-05
1 4 18 8.82182856885e-05
1 4 19 8.42716696168e-05
1 4 20 7.44970206756e-05
2 1 1 0.000542396745
2 1 2 0.000509315531
2 1 3 0.000530036005
2 1 4 0.000278483705
2 1 5 0.000266320163
2 1 6 0.000152886444
2 1 7 0.000113846771
2 1 8 6.90702776e-05
2 1 9 8.52311231e-05
2 1 10 9.86848558e-05
2 1 11 5.22398748e-05
2 1 12 6.17484425e-05
2 1 13 1.82516193615e-05
2 1 14 1.21347244317e-05
2 1 15 1.56164676914e-05
2 1 16 1.53911301826e-05
2 1 17 1.34561914117e-06
2 1 18 3.12391189629e-06
2 1 19 5.25600423544e-06
2 1 20 2.11232266448e-06
2 2 1 0.00104585108
2 2 2 0.000890033814
2 2 3 0.000464186783
2 2 4 0.000612956902
2 2 5 0.000422818225
2 2 6 0.000441675107
2 2 7 0.000302961859
2 2 8 0.000178594121
2 2 9 0.000186959159
2 2 10 0.000152303783
2 2 11 0.000138107551
2 2 12 5.12370839e-05
2 2 13 2.70155562789e-05
2 2 14 1.90303674812e-05
2 2 15 2.81355180619e-05
2 2 16 4.98486204969e-06
2 2 17 2.64994676282e-05
2 2 18 2.45712137157e-06
2 2 19 7.33040015569e-06
2 2 20 -1.29979882094e-07
2 3 1 0.00200430706
2 3 2 0.00166002511
2 3 3 0.00147990767
2 3 4 0.00106824759
2 3 5 0.000759425484
2 3 6 0.000662036465
2 3 7 0.000464645543
2 3 8 0.000431657301
2 3 9 0.000431607508
2 3 10 0.000286075106
2 3 11 0.000251038718
2 3 12 0.000185014608
2 3 13 0.000101539987925
2 3 14 9.93350972506e-05
2 3 15 7.12115947796e-05
2 3 16 7.30001632803e-05
2 3 17 7.3706418348e-05
2 3 18 4.93422770859e-05
2 3 19 2.34201881515e-05
2 3 20 1.65456220086e-05
2 4 1 0.00242412066
2 4 2 0.00207701519
2 4 3 0.00126168861
2 4 4 0.00143642946
2 4 5 0.00111767394
2 4 6 0.000956270468
2 4 7 0.000652958284
2 4 8 0.000576826991
2 4 9 0.000376014803
2 4 10 0.000361691381
2 4 11 0.000209329771
2 4 12 0.000248033965
2 4 13 0.000142901097971
2 4 14 0.000105283857752
2 4 15 6.96397818347e-05
2 4 16 7.87880847599e-05
2 4 17 7.76362093813e-05
2 4 18 6.10913524763e-05
2 4 19 4.21026496929e-05
2 4 20 2.55762980792e-05
3 1 1 0.000161968868
3 1 2 0.000210223091
3 1 3 0.000167948362
3 1 4 -5.87684343e-05
3 1 5 -9.5398064e-06
3 1 6 1.24600881e-05
3 1 7 7.3804725e-05
3 1 8 3.10809612e-05
3 1 9 5.6160557e-05
3 1 10 5.01976499e-05
3 1 11 2.91002626e-05
3 1 12 -1.00464473865e-05
3 1 13 -8.04927689438e-06
3 1 14 -3.64682029497e-05
3 1 15 -2.46525731768e-05
3 1 16 -4.02270122963e-06
3 1 17 1.05230160307e-06
3 1 18 2.53365567915e-06
3 1 19 7.45292912747e-06
3 1 20 1.58063849878e-05
3 2 1 0.000276672389
3 2 2 0.000344625417
3 2 3 0.000131980061
3 2 4 0.000170087266
3 2 5 3.06555101e-05
3 2 6 8.1469559e-05
3 2 7 3.79978391e-05
3 2 8 7.57862835e-05
3 2 9 4.37689691e-05
3 2 10 1.69421359e-05
3 2 11 -3.0500995e-05
3 2 12 -5.32389829049e-06
3 2 13 1.25027279285e-05
3 2 14 7.22986067974e-06
3 2 15 1.12150462094e-05
3 2 16 1.29202698844e-05
3 2 17 1.56158009559e-05
3 2 18 9.90062851804e-06
3 2 19 1.37542108774e-05
3 2 20 1.46368146094e-05
3 3 1 0.00113079344
3 3 2 0.00115441891
3 3 3 0.000765303671
3 3 4 0.000496498595
3 3 5 0.000405968369
3 3 6 0.0001834687
3 3 7 0.000198495539
3 3 8 0.000230748781
3 3 9 0.000170715918
3 3 10 0.000136785137
3 3 11 0.000128949411
3 3 12 8.16494888294e-05
3 3 13 7.79141294727e-05
3 3 14 5.26518737111e-05
3 3 15 4.87040162944e-05
3 3 16 2.72739576107e-05
3 3 17 3.57374820884e-05
3 3 18 2.14963160574e-05
3 3 19 1.2178893252e-05
3 3 20 1.71611494574e-05
3 4 1 0.00192393171
3 4 2 0.00128204786
3 4 3 0.00148468949
3 4 4 0.000948278895
3 4 5 0.000602429972
3 4 6 0.000455130485
3 4 7 0.000593645466
3 4 8 0.000393266048
3 4 9 0.000291132918
3 4 10 0.000217498275
3 4 11 0.000225757904
3 4 12 0.00010026469634
3 4 13 4.69022100084e-05
3 4 14 6.0778384932e-05
3 4 15 6.86152777153e-05
3 4 16 5.23434693021e-05
3 4 17 6.29216372597e-05
3 4 18 3.42520962215e-05
3 4 19 2.22778173636e-05
3 4 20 2.13072126481e-06
4 1 1 -0.000250511089
4 1 2 2.94159809e-05
4 1 3 8.91760024e-05
4 1 4 -8.49166656e-05
4 1 5 6.36858211e-05
4 1 6 0.000105943963
4 1 7 1.49791374e-05
4 1 8 6.17881954e-05
4 1 9 1.00476179e-05
4 1 10 7.30405983e-06
4 1 11 3.18960215112e-06
4 1 12 -2.29836231769e-05
4 1 13 -2.91388965575e-07
4 1 14 3.32853773727e-06
4 1 15 -1.909814766e-05
4 1 16 4.34049701284e-06
4 1 17 2.97029883446e-05
4 1 18 1.26896377505e-05
4 1 19 7.7437941984e-06
4 1 20 -3.49034024714e-06
4 2 1 0.000279146988
4 2 2 0.000145576111
4 2 3 -0.000235406774
4 2 4 2.22419228e-05
4 2 5 7.86544329e-05
4 2 6 3.78877684e-05
4 2 7 2.66780862e-05
4 2 8 6.38446701e-05
4 2 9 4.09048643e-06
4 2 10 -5.65200985e-06
4 2 11 1.03267761337e-05
4 2 12 2.13677957842e-05
4 2 13 4.23181877603e-05
4 2 14 1.85993764832e-05
4 2 15 -1.17964118965e-05
4 2 16 5.9521751189e-06
4 2 17 -1.62432527253e-05
4 2 18 -5.74892037044e-06
4 2 19 3.69619013913e-06
4 2 20 -1.28798675942e-06
4 3 1 0.000363025723
4 3 2 0.000500645971
4 3 3 0.000242457723
4 3 4 0.000165053588
4 3 5 7.94147025e-05
4 3 6 8.06181359e-05
4 3 7 6.54883196e-05
4 3 8 0.00012132722
4 3 9 0.000106232712
4 3 10 8.16947536e-05
4 3 11 2.67623115574e-05
4 3 12 6.14091419731e-06
4 3 13 7.09538696353e-05
4 3 14 3.3527069046e-05
4 3 15 1.80865155515e-05
4 3 16 9.72618398844e-06
4 3 17 9.76260172397e-06
4 3 18 2.28593258914e-05
4 3 19 1.28319808987e-05
4 3 20 6.18539075761e-06
4 4 1 0.00136266254
4 4 2 0.00127987542
4 4 3 0.000805359961
4 4 4 0.000586242234
4 4 5 0.000241062416
4 4 6 0.000291697225
4 4 7 0.000252315877
4 4 8 0.000335604011
4 4 9 0.00025238102
4 4 10 0.000238482927
4 4 11 7.88193311948e-05
4 4 12 8.82210903646e-05
4 4 13 6.11203113127e-05
4 4 14 4.36384109718e-05
4 4 15 4.20733539722e-05
4 4 16 3.02397466732e-05
4 4 17 3.92941785657e-05
4 4 18 3.51362082013e-05
4 4 19 4.00830009965e-05
4 4 20 1.47698479543e-05
5 1 1 0.00021281966
5 1 2 -0.000442652145
5 1 3 -0.000167651315
5 1 4 -0.000110535435
5 1 5 -2.60034083e-05
5 1 6 -9.25566005e-06
5 1 7 -0.000165441609
5 1 8 -3.30032249e-05
5 1 9 -1.57703515e-05
5 1 10 7.88436512057e-05
5 1 11 -7.74102582474e-06
5 1 12 1.96883903103e-05
5 1 13 8.74349299826e-06
5 1 14 -4.16885967564e-05
5 1 15 2.73459074833e-05
5 1 16 9.44204452764e-06
