# BIN1 BIN2 ANGBIN VALUE 
1 1 1 1.54569882e-05
1 1 2 6.90308053e-06
1 1 3 -4.36517173e-06
1 1 4 -1.87648157e-06
1 1 5 -3.3943387e-06
1 1 6 3.66791807e-06
1 1 7 7.46687004e-06
1 1 8 7.59440545e-06
1 1 9 1.04934861e-07
1 1 10 8.49573907e-07
1 1 11 2.50667792e-06
1 1 12 8.76265237e-08
1 1 13 2.15283747e-06
1 1 14 6.8086186e-07
1 1 15 3.03815524e-07
1 1 16 1.1276832e-07
1 1 17 -4.38898068126e-07
1 1 18 3.71586072952e-07
1 1 19 6.35531446377e-08
1 1 20 8.79217762017e-08
1 2 1 9.19228963e-06
1 2 2 -4.76536463e-07
1 2 3 1.2527756e-06
1 2 4 2.73784116e-06
1 2 5 -1.96429122e-06
1 2 6 2.72707869e-06
1 2 7 2.01197551e-06
1 2 8 2.55280682e-06
1 2 9 4.83503149e-06
1 2 10 2.36939273e-06
1 2 11 5.77248203e-07
1 2 12 1.48494343e-06
1 2 13 1.41401937e-06
1 2 14 8.94629915e-07
1 2 15 5.19234325e-07
1 2 16 9.5769832135e-08
1 2 17 3.64580469177e-07
1 2 18 -1.25366247075e-07
1 2 19 2.94825544386e-07
1 2 20 7.29714584704e-08
1 3 1 -1.37754711e-05
1 3 2 5.14933383e-06
1 3 3 1.83763821e-05
1 3 4 1.14573879e-05
1 3 5 -3.89040108e-06
1 3 6 3.31719448e-06
1 3 7 4.36291782e-06
1 3 8 4.56182662e-07
1 3 9 6.41274544e-06
1 3 10 1.37642074e-06
1 3 11 1.49384378e-06
1 3 12 1.98355787e-06
1 3 13 1.57438931e-06
1 3 14 1.5113204e-06
1 3 15 7.1153558e-07
1 3 16 5.4990724714e-07
1 3 17 -1.15318344764e-07
1 3 18 3.00228483641e-07
1 3 19 4.4942530207e-07
1 3 20 2.00179596948e-07
1 4 1 2.03407853e-05
1 4 2 4.5169015e-07
1 4 3 2.44988508e-05
1 4 4 -6.01498054e-06
1 4 5 4.9797142e-06
1 4 6 -4.12500578e-06
1 4 7 5.39616324e-07
1 4 8 6.41976566e-06
1 4 9 3.04060839e-06
1 4 10 2.91584867e-06
1 4 11 2.33761274e-06
1 4 12 2.47494439e-06
1 4 13 2.34616772e-06
1 4 14 1.75283144e-06
1 4 15 9.1176996e-07
1 4 16 9.87159596246e-07
1 4 17 -9.25636269126e-08
1 4 18 2.0809725733e-07
1 4 19 4.30129756835e-07
1 4 20 5.75592011575e-07
2 2 1 2.2673095e-05
2 2 2 2.165165e-05
2 2 3 7.37973133e-06
2 2 4 -6.45737608e-06
2 2 5 1.48785401e-06
2 2 6 -2.55395464e-06
2 2 7 2.01208015e-06
2 2 8 1.48434832e-06
2 2 9 2.12791803e-06
2 2 10 4.41967445e-06
2 2 11 6.68007982e-06
2 2 12 5.28915919e-08
2 2 13 -1.48820359e-07
2 2 14 1.08636249e-06
2 2 15 -5.03458553808e-07
2 2 16 -1.02216030405e-07
2 2 17 -3.32272147294e-07
2 2 18 2.1101242857e-07
2 2 19 1.52040249565e-07
2 2 20 4.97798931176e-07
2 3 1 6.85193872e-06
2 3 2 4.82185015e-06
2 3 3 1.36426895e-05
2 3 4 1.68891997e-06
2 3 5 8.59070807e-06
2 3 6 1.0265752e-05
2 3 7 3.94611671e-06
2 3 8 8.17275903e-06
2 3 9 4.88617642e-06
2 3 10 3.95831153e-06
2 3 11 7.81252187e-07
2 3 12 1.47604438e-06
2 3 13 1.69617323e-06
2 3 14 1.83814631e-06
2 3 15 5.24341659739e-07
2 3 16 9.93533125362e-07
2 3 17 8.81219788959e-07
2 3 18 7.78335542412e-07
2 3 19 5.72203877618e-07
2 3 20 4.27901665729e-07
2 4 1 1.27444441e-05
2 4 2 5.22765594e-06
2 4 3 3.95169322e-06
2 4 4 1.24091882e-05
2 4 5 -1.57374523e-06
2 4 6 -2.90727909e-06
2 4 7 1.63040182e-06
2 4 8 1.40014456e-06
2 4 9 6.84547419e-06
2 4 10 3.09799905e-06
2 4 11 5.20334745e-06
2 4 12 2.02426451e-06
2 4 13 7.77027356e-07
2 4 14 1.24314235228e-06
2 4 15 6.3915824066e-07
2 4 16 6.57242476485e-07
2 4 17 4.37262442264e-07
2 4 18 1.56441547846e-07
2 4 19 7.46796974745e-07
2 4 20 5.42927348577e-07
3 3 1 -1.2772557e-05
3 3 2 4.86956937e-06
3 3 3 2.17083461e-05
3 3 4 3.94080706e-06
3 3 5 1.25780982e-05
3 3 6 1.05668012e-05
3 3 7 6.15870276e-06
3 3 8 7.91272056e-06
3 3 9 5.20817663e-06
3 3 10 5.72742533e-06
3 3 11 4.80683334e-06
3 3 12 3.71902833e-06
3 3 13 2.09752863e-06
3 3 14 1.07146531283e-06
3 3 15 6.92443220998e-07
3 3 16 9.49980405402e-07
3 3 17 1.49083234054e-06
3 3 18 2.04066853055e-06
3 3 19 1.18892813195e-06
3 3 20 9.02448108936e-07
3 4 1 1.06238917e-05
3 4 2 1.52170013e-05
3 4 3 2.24289203e-05
3 4 4 1.15681455e-05
3 4 5 1.29697504e-05
3 4 6 1.16100188e-05
3 4 7 6.44688755e-06
3 4 8 7.52288416e-06
3 4 9 4.62224739e-06
3 4 10 5.34985233e-06
3 4 11 5.03839665e-06
3 4 12 1.77167811e-06
3 4 13 3.76941612e-06
3 4 14 1.32810444634e-06
3 4 15 1.82475739792e-06
3 4 16 6.49995773021e-07
3 4 17 1.51477094446e-06
3 4 18 1.73154539229e-06
3 4 19 1.86118674268e-06
3 4 20 1.32020239827e-06
4 4 1 2.70617292e-05
4 4 2 5.88089609e-05
4 4 3 1.90306414e-05
4 4 4 6.83476732e-06
4 4 5 1.12409326e-05
4 4 6 1.66450108e-05
4 4 7 2.13764947e-05
4 4 8 1.43160387e-05
4 4 9 1.04616185e-05
4 4 10 4.06834095e-06
4 4 11 8.51995564e-06
4 4 12 4.09424984e-07
4 4 13 2.51927673412e-06
4 4 14 2.789318662e-06
4 4 15 2.36493827728e-06
4 4 16 2.15412182243e-06
4 4 17 1.35612820807e-06
4 4 18 1.44089042278e-06
4 4 19 1.67350368114e-06
4 4 20 1.51941427238e-06
