# BIN1 BIN2 ANGBIN VALUE 
1 1 1 1.06885244e-05
1 1 2 1.66583295e-05
1 1 3 7.22627063e-06
1 1 4 5.55877792e-06
1 1 5 -1.14075405e-06
1 1 6 3.48377172772e-07
1 1 7 -3.29764078823e-06
1 1 8 2.8097271119e-06
1 1 9 3.59693528035e-06
1 1 10 2.6735169921e-06
1 1 11 1.1196298274e-07
1 1 12 1.93601050619e-06
1 1 13 -5.12097791537e-07
1 1 14 5.84586663262e-07
1 1 15 1.61977265878e-06
1 1 16 7.06812787192e-07
1 1 17 -1.25113487433e-07
1 1 18 -3.34369213187e-07
1 1 19 -2.03097684361e-07
1 1 20 -3.0607036859e-07
1 2 1 1.43861452e-05
1 2 2 1.06118757e-05
1 2 3 1.62717054e-05
1 2 4 7.30066618e-06
1 2 5 1.06343481e-05
1 2 6 7.73315799309e-06
1 2 7 3.33597439485e-06
1 2 8 1.96044658722e-06
1 2 9 -3.10280948939e-07
1 2 10 -1.52782595645e-06
1 2 11 -7.6656618744e-07
1 2 12 1.7763592896e-06
1 2 13 8.67972205552e-07
1 2 14 3.24850646475e-07
1 2 15 5.03099913308e-07
1 2 16 1.39667742631e-06
1 2 17 3.24038247169e-07
1 2 18 -1.35359385528e-07
1 2 19 5.77959050603e-08
1 2 20 -1.95635464478e-07
1 3 1 2.76824063e-05
1 3 2 2.17849172e-05
1 3 3 1.69978139e-05
1 3 4 1.23737661e-05
1 3 5 -2.61593602962e-06
1 3 6 1.56155308506e-06
1 3 7 -2.20552742075e-07
1 3 8 2.82145200683e-06
1 3 9 2.34966546054e-06
1 3 10 3.02089103734e-06
1 3 11 2.32838978561e-06
1 3 12 3.65963755168e-07
1 3 13 8.72127976521e-07
1 3 14 6.65343654904e-07
1 3 15 7.49255393435e-07
1 3 16 8.33250406328e-07
1 3 17 6.81374908043e-07
1 3 18 -4.08313963312e-08
1 3 19 3.57771332511e-07
1 3 20 1.5157471383e-07
1 4 1 2.09936011e-05
1 4 2 2.60778478e-05
1 4 3 1.01903773e-05
1 4 4 1.70536808e-05
1 4 5 3.47102697861e-06
1 4 6 7.57468878921e-06
1 4 7 3.93777237036e-07
1 4 8 1.52629962023e-06
1 4 9 6.51341926989e-07
1 4 10 2.36981018149e-06
1 4 11 1.94650648346e-06
1 4 12 3.89834598986e-06
1 4 13 2.27317842141e-06
1 4 14 1.44965389293e-06
1 4 15 1.52704719894e-06
1 4 16 6.23330101628e-07
