# BIN1 BIN2 ANGBIN VALUE 
1 1 1 0.575183524
1 1 2 0.421863522
1 1 3 0.324344017
1 1 4 0.252745588
1 1 5 0.198435753
1 1 6 0.169554559
1 1 7 0.135211807
1 1 8 0.108796387
1 1 9 0.0897136927
1 1 10 0.0717938882
1 1 11 0.0558050577
1 1 12 0.045232845
1 1 13 0.0221720265643
1 1 14 0.0212739850804
1 1 15 0.0181068350706
1 1 16 0.0145030354761
1 1 17 0.011156540877
1 1 18 0.00760931884445
1 1 19 0.00499545722144
1 1 20 0.0029010150804
2 2 1 0.356986489
2 2 2 0.288611382
2 2 3 0.226981262
2 2 4 0.17651083
2 2 5 0.149427875
2 2 6 0.124320525
2 2 7 0.103413224
2 2 8 0.0869506787
2 2 9 0.0721714961
2 2 10 0.0606199068
2 2 11 0.0253400454632
2 2 12 0.0190241043457
2 2 13 0.0143420436569
2 2 14 0.0100438099999
2 2 15 0.00592222644204
2 2 16 0.00281515723098
2 2 17 0.000805883570393
2 2 18 0.000453029150099
2 2 19 2.74612308376e-05
2 2 20 -0.000299816016064
3 3 1 0.22142106
3 3 2 0.189751598
3 3 3 0.161947637
3 3 4 0.131116143
3 3 5 0.108066388
3 3 6 0.0899261873
3 3 7 0.0775498125
3 3 8 0.0640440984
3 3 9 0.0536839784
3 3 10 0.027141685728
3 3 11 0.0220506256985
3 3 12 0.0175152439499
3 3 13 0.0127687413435
3 3 14 0.00742771039288
3 3 15 0.00382040171608
3 3 16 0.00189297721115
3 3 17 0.00105599856066
3 3 18 0.00188474777114
3 3 19 0.00161669803179
3 3 20 0.00223816720535
4 4 1 0.262639842
4 4 2 0.205844382
4 4 3 0.175655668
4 4 4 0.154540153
4 4 5 0.121318904
4 4 6 0.105576676
4 4 7 0.0828232466
4 4 8 0.0683450908
4 4 9 0.0337017202228
4 4 10 0.0269231307674
4 4 11 0.0201725932735
4 4 12 0.014933285497
4 4 13 0.00811793278513
4 4 14 0.00559457084112
4 4 15 0.00440069533577
4 4 16 0.00262464484212
4 4 17 0.00179374600151
4 4 18 0.000943006839842
4 4 19 0.00158258181632
4 4 20 0.00137470503887
5 5 1 0.198142352
5 5 2 0.209486285
5 5 3 0.181926482
5 5 4 0.140489519
5 5 5 0.0995756365
5 5 6 0.102915685
5 5 7 0.0795388441
5 5 8 0.0469788269344
5 5 9 0.0346006618394
5 5 10 0.0209815541828
5 5 11 0.0139494747484
5 5 12 0.0177575399255
5 5 13 0.0088900075644
5 5 14 0.00625898258232
5 5 15 0.00283897040935
5 5 16 0.000941929146838
5 5 17 0.000109728819759
5 5 18 0.00104542365325
5 5 19 0.00127161276216
5 5 20 -0.000123913522937
